name,chinese_name,native_province,native_province,Guangdong,Anhui,Hebei,Beijing,Yunnan,Shanxi,Henan,Shandong,Jiangsu,Guangxi,Zhejiang,Sichuan,Jilin,Shanghai,Fujian,Hunan,Liaoning,Hainan,Hubei,Jiangxi,Heilongjiang,Chongqing,Xinjiang,Inner Mongolia,Gansu,Tianjin,Shaanxi,Guizhou,Guizhou,Ningxia,Tibet,Qinghai,Gender,female,male,Position,,,,,,Targeted
Li Daqiu,李达球,Guangxi,Guangxi,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Liu Yingkui,刘英奎,Xinjiang,Xinjiang,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Cai Zhongyong,蔡忠勇,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Liu Guoqiang,刘国强,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Xi Xiuping,席秀萍,Henan,Henan,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Female,Yes,No,1,,,,,,1
Gu Xianjun,谷献军,Henan,Henan,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Chen Xueming,陈雪明,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Chen Lianggang,陈良纲,Anhui,Anhui,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Yang Hanzhong,杨汉中,Shanxi,Shanxi,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Zhang Yongguang,张勇光,Guangdong,Guangdong,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Luo Guoqing,骆国清,Fujian,Fujian,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Wu Qihua,吴起华,Hunan,Hunan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Chen Yi,陈怡,Shanghai,Shanghai,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Female,Yes,No,1,,,,,,1
Xu Long,徐龙,Zhejiang,Zhejiang,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Wang Yongchun,王永春,Jilin,Jilin,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Li Hualin,李华林,Hubei,Hubei,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Ran Xinquan,冉新权,Sichuan,Sichuan,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Wang Daofu,王道富,Sichuan,Sichuan,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Quan Xiaohui,权晓辉,Henan,Henan,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Zhan Yuedeng,湛岳登,Guangdong,Guangdong,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Jiang Jiemin,蒋洁敏,Guangdong,Guangdong,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Hua Bangsong,华邦嵩,Jiangsu,Jiangsu,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Liao Hongyuan,廖洪元,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Jin Xiaoming,金潇明,Hunan,Hunan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Yang Lin,杨林,Gansu,Gansu,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Shi Yong,史勇,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Jin Jianping,金建平,Tianjin,Tianjin,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Zhang Guangliang,张光亮,Hainan,Hainan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Wang Yingfu,王应福,Hainan,Hainan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Yu Shengjun,于胜军,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Deng Xiaojun,邓晓军,Jiangsu,Jiangsu,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Wang Jili,王吉利,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Yuan Ling,袁菱,Sichuan,Sichuan,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Female,Yes,No,1,,,,,,1
Quan Junliang,权俊良,Anhui,Anhui,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Zhang Zongxiong,张宗芎,Fujian,Fujian,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
She Guohua,佘国华,Hunan,Hunan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Qi Pingjing,齐平景,Hebei,Hebei,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Wang Shiyi,王世益,Hubei,Hubei,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Huang Gengrong,黄更荣,Hainan,Hainan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Chen Changkun,陈长琨,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Ji Jianye,季建业,Jiangsu,Jiangsu,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Shu Xi,舒曦,Hunan,Hunan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Liang Yuheng,梁宇恒,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Liao Shaohua (1),廖少华,Sichuan,Sichuan,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Wang Minggui,王明贵,Henan,Henan,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Shi Lianwen,史联文,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Xu Wei,徐伟,Shandong,Shandong,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Chen Jie,陈杰,Zhejiang,Zhejiang,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Chu Shilin,储士林,Anhui,Anhui,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Ping Xing,平兴,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Chen Baihuai,陈柏槐,Hubei,Hubei,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Yang Lihu,杨立虎,Anhui,Anhui,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Tan Mingshu,谭明书,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Zeng Huanglin,曾黄麟,Sichuan,Sichuan,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Lin Zhongxin,林中兴,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Cai Rongsheng,蔡荣生,Jilin,Jilin,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Jiang Guoxing,蒋国星,Jiangsu,Jiangsu,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Guo Youming,郭有明,Hubei,Hubei,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Xu Jie,许杰,Beijing,Beijing,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Deng Bingqiu,邓炳球,Guangdong,Guangdong,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Dai Chunning,戴春宁,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Chen Junling,陈峻岭,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Liang Jingli,梁景理,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Kong Guangsheng,孔广生,Shandong,Shandong,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Dong Naijun,董乃军,Sichuan,Sichuan,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Xu Mengjia,徐孟加,Sichuan,Sichuan,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Chen Anzhong,陈安众,Hunan,Hunan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Wen Qingshan,温青山,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Xiao Shuangsheng,肖双胜,Tianjin,Tianjin,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Li Yongheng,李永恒,Guangdong,Guangdong,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Cheng Xiaoqiang,程晓强,Jiangsu,Jiangsu,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Bai Jing,白静,Henan,Henan,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Pu Zhong,蒲忠,Sichuan,Sichuan,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
An Xiaoyu,安小予,Hebei,Hebei,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Hu Guochu,胡国初,Hunan,Hunan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Tong Mingqian,童名谦,Hunan,Hunan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Cao Jianliao,曹鉴燎,Guangdong,Guangdong,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Bian Fei,边飞,Hebei,Hebei,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Li Dongsheng (1),李东生,Shandong,Shandong,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Wu Zhongyun,吴忠耘,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Ru Xiuqin,茹秀琴,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Female,Yes,No,1,,,,,,1
Yan Shi,闫石,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Yang Gang,杨刚,Hebei,Hebei,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Li Chongxi,李崇禧,Sichuan,Sichuan,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Li Chenyang,李晨阳,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Female,Yes,No,0,,,,,,1
Zhu Jiachen,朱家臣,Henan,Henan,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Meng Zhongze,孟中泽,Henan,Henan,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Fan Shaohui,范绍慧,Hebei,Hebei,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Zhang Shubin,张书滨,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Zheng Xinghua,郑兴华,Hubei,Hubei,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Female,Yes,No,0,,,,,,1
Yang Yueguo,杨跃国,Yunnan,Yunnan,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Hu Xiangquan,胡相全,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Lin Guoliang,林国樑,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Wu Zhonghou,吴忠厚,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Zhou Yao,周耀,Anhui,Anhui,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Sun Jiahe,孙佳和,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Deng Lin,邓琳,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Guo Jianhua,郭建华,Henan,Henan,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Xie Lianzhang,谢连章,Henan,Henan,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Lu Zhigang,卢志刚,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Lu Yong,卢勇,Hainan,Hainan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Lin Zhongxiao,林中校,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Liu Xueku,刘学库,Hebei,Hebei,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Zhang Lizhou,张立洲,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Qin Guogang,秦国刚,Shaanxi,Shaanxi,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Wang Changming,王常明,Yunnan,Yunnan,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Liang Shulin,梁树林,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Liu Shengfa,刘盛发,Guangdong,Guangdong,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Wu Kaifang,吴开方,Zhejiang,Zhejiang,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Chen Hua'an,陈华安,Zhejiang,Zhejiang,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Chen Jiansheng,陈建胜,Zhejiang,Zhejiang,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Li Ping (2),黎平,Guizhou,Guizhou,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Male,No,Yes,1,,,,,,1
Luo Changgang,罗长刚,Henan,Henan,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Lu Lijun,鲁力军,Hubei,Hubei,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Kang Xinfeng,康新凤,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Female,Yes,No,1,,,,,,1
Feng Yan,冯焰,Henan,Henan,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Song Guo’an,宋国安,Anhui,Anhui,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Cao Yan,曹琰,Anhui,Anhui,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Tan Jianming,谭建明,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Shen Dingcheng,沈定成,Sichuan,Sichuan,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Wu Zhouchun,吴周春,Guangdong,Guangdong,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Liu Muzhen,刘沐珍,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Chang Zheng,常征,Shandong,Shandong,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Yan Xiaokang,严小康,Jiangxi,Jiangxi,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Ma Chaoqun,马超群,Hebei,Hebei,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Yang Xiaobing,杨晓炳,Hubei,Hubei,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Wang Kewei,王可炜,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Xing Jinghua,幸敬华,Hubei,Hubei,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Ling Ziqun,凌子群,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
